Title: Morphologically abnormal structure - PanCareSurPass Project HL7 FHIR Implementation Guide v0.2.0

Description: 

Table 1:
                                                                                                                                                                                                                                                                                           0                                                                                                                                                                                                                                                                                            1                                                                                                                                                                                                                                                                                            2                                                                                                                                                                                                                                                                                            3                                                                                                                                                                                                                                                                                            4
                                                                                                                                                                                                              Official URL: http://hl7.eu/fhir/ig/pcsp/ValueSet/morphologicAbnormality-eu-vs                                                                                                                                                                                                               Official URL: http://hl7.eu/fhir/ig/pcsp/ValueSet/morphologicAbnormality-eu-vs                                                                                                                                                                                                               Official URL: http://hl7.eu/fhir/ig/pcsp/ValueSet/morphologicAbnormality-eu-vs                                                                                                                                                                                                               Official URL: http://hl7.eu/fhir/ig/pcsp/ValueSet/morphologicAbnormality-eu-vs                                                                                                                                                                                                                                                                              Version:  0.2.0
                                                                                                                                                                                                                                                                     Draft  as of 2024-05-27                                                                                                                                                                                                                                                                      Draft  as of 2024-05-27                                                                                                                                                                                                                                                                      Draft  as of 2024-05-27                                                                                                                                                                                                                                                                      Draft  as of 2024-05-27                                                                                                                                                                                                                                                    Computable Name: MorphologicAbnormalityVS
Copyright/Legal: This value set includes content from SNOMED CT, which is copyright © 2002+ International Health Terminology Standards Development Organisation (IHTSDO), and distributed by agreement between IHTSDO and HL7. Implementer use of SNOMED CT is not covered by this agreement Copyright/Legal: This value set includes content from SNOMED CT, which is copyright © 2002+ International Health Terminology Standards Development Organisation (IHTSDO), and distributed by agreement between IHTSDO and HL7. Implementer use of SNOMED CT is not covered by this agreement Copyright/Legal: This value set includes content from SNOMED CT, which is copyright © 2002+ International Health Terminology Standards Development Organisation (IHTSDO), and distributed by agreement between IHTSDO and HL7. Implementer use of SNOMED CT is not covered by this agreement Copyright/Legal: This value set includes content from SNOMED CT, which is copyright © 2002+ International Health Terminology Standards Development Organisation (IHTSDO), and distributed by agreement between IHTSDO and HL7. Implementer use of SNOMED CT is not covered by this agreement Copyright/Legal: This value set includes content from SNOMED CT, which is copyright © 2002+ International Health Terminology Standards Development Organisation (IHTSDO), and distributed by agreement between IHTSDO and HL7. Implementer use of SNOMED CT is not covered by this agreement

Table 2:
       0                      1                                                                                         2
    Code                 System                                                                                   Display
49755003 http://snomed.info/sct                                                                Abnormal tissue appearance
 2218006 http://snomed.info/sct                                                                  Endothelial degeneration
 2221008 http://snomed.info/sct                                                                   Mesonephroma, malignant
 2227007 http://snomed.info/sct                                                                Adrenal cortical carcinoma
 2289007 http://snomed.info/sct                                                                      Dicentric chromosome
 2348006 http://snomed.info/sct                                                                         Adenomatoid tumor
 2412005 http://snomed.info/sct                                                                              Maculopapule
 2464004 http://snomed.info/sct                                                                 Moderate cytologic atypia
 2483006 http://snomed.info/sct                                                                                    Cavity
 2557004 http://snomed.info/sct                                                Chronic leukemia (morphologic abnormality)
 2559001 http://snomed.info/sct                                                                     Claw-shaped deformity
 2570008 http://snomed.info/sct                                                                     Traction diverticulum
 2710003 http://snomed.info/sct                                                                               Fibrolipoma
 2735009 http://snomed.info/sct                                                              Papillary cystadenocarcinoma
 2763006 http://snomed.info/sct                                                                                    Comedo
 2881000 http://snomed.info/sct                                                                             Anisokaryosis
 2952002 http://snomed.info/sct                                                                Proliferative inflammation
 2953007 http://snomed.info/sct                                                                Microglandular hyperplasia
 2985005 http://snomed.info/sct                                                                  Paget's disease, mammary
 3102004 http://snomed.info/sct                                                             Oligodendroglioma, anaplastic
 3139003 http://snomed.info/sct                                                                   Ballooning degeneration
 3313007 http://snomed.info/sct                                                                 Chronic superficial ulcer
 3380003 http://snomed.info/sct                                                                        Superficial injury
 3404009 http://snomed.info/sct                                                                                      Bite
 3416003 http://snomed.info/sct                                                                  Lengthening of short arm
 3645005 http://snomed.info/sct                                                                         Pregnancy luteoma
 3679006 http://snomed.info/sct                                                                         Polycystic change
 3821009 http://snomed.info/sct                                                                              Blunt injury
 3839000 http://snomed.info/sct                                                                      Lipid-rich carcinoma
 3875003 http://snomed.info/sct                                                                                    Tophus
 3898006 http://snomed.info/sct                                                                          Neoplasm, benign
 4000000 http://snomed.info/sct                                                           Severe transitional cell atypia
 4079000 http://snomed.info/sct                                                                  Mucoepidermoid carcinoma
 4125007 http://snomed.info/sct                                                                               Bursal cyst
 4147007 http://snomed.info/sct                                                                                      Mass
 4196002 http://snomed.info/sct                                                                                  Eversion
 4205002 http://snomed.info/sct                                                                                 Türk cell
 4230004 http://snomed.info/sct                                                                            Pacinian tumor
 4305004 http://snomed.info/sct                                                     Metastatic signet ring cell carcinoma
 4392007 http://snomed.info/sct                                              Malignant mixed tumor, osteosarcomatous type
 4476003 http://snomed.info/sct                                        Atypical glandular cells of uncertain significance
 4484004 http://snomed.info/sct                                                                      Nucleolar alteration
 4532008 http://snomed.info/sct                                                                        Acute inflammation
 4538007 http://snomed.info/sct                                                                      Papulovesicular rash
 4553004 http://snomed.info/sct                                                                       Subependymal glioma
 4584002 http://snomed.info/sct                                                                  Scirrhous adenocarcinoma
 4590003 http://snomed.info/sct                                                                Adenocarcinoma, metastatic
 4618001 http://snomed.info/sct                                                                 Congenital dextrorotation
 4631006 http://snomed.info/sct                                                                    Tubular adenocarcinoma
 4684005 http://snomed.info/sct                                                              Mesonephric duct hyperplasia
 4686007 http://snomed.info/sct                                                Blister due to degeneration of basal cells
 4720007 http://snomed.info/sct                                                                                 Dystrophy
 4797003 http://snomed.info/sct                                                                  Papillary adenocarcinoma
 4830009 http://snomed.info/sct                                                                         Hyperpigmentation
 4857006 http://snomed.info/sct                                                                                Sequestrum
 4876008 http://snomed.info/sct                                                                         Acute obstruction
 4916000 http://snomed.info/sct                                                                              Pleomorphism
 4935000 http://snomed.info/sct                                                 Adenocarcinoma in situ in villous adenoma
 4947006 http://snomed.info/sct                                                                         Contraction bands
 4950009 http://snomed.info/sct                                                                          Sezary's disease
 4977000 http://snomed.info/sct                                                                       Eccrine spiradenoma
 5008001 http://snomed.info/sct                                                                             Pitting edema
 5014008 http://snomed.info/sct                                                                 Leydig cell tumor, benign
 5052009 http://snomed.info/sct                                                                     Merkel cell carcinoma
 5178002 http://snomed.info/sct                                                                         Synovioma, benign
 5183005 http://snomed.info/sct                                                               Inferior closed dislocation
 5188001 http://snomed.info/sct                                                                            Round calculus
 5237007 http://snomed.info/sct                                                                     Pautrier microabscess
 5242004 http://snomed.info/sct                                                                                  Synechia
 5244003 http://snomed.info/sct                                                                     Intraductal papilloma
 5257006 http://snomed.info/sct                                                                 Follicular adenocarcinoma
 5314004 http://snomed.info/sct                                                                          Acute dilatation
 5356000 http://snomed.info/sct                                                                        Bowenoid papulosis
 5399005 http://snomed.info/sct                                                                     Dissecting hemorrhage
 5468008 http://snomed.info/sct                                                                        Fracture, multiple
 5480000 http://snomed.info/sct                                                                        Canalized thrombus
 5600009 http://snomed.info/sct                                                                    Schneiderian carcinoma
 5640003 http://snomed.info/sct                                                                          Granular atrophy
 5658009 http://snomed.info/sct                                                   Adenocarcinoma in tubulovillous adenoma
 5688000 http://snomed.info/sct                        Squamous cell carcinoma in situ with questionable stromal invasion
 5734001 http://snomed.info/sct                                                                           Pressure groove
 5755004 http://snomed.info/sct                                                                        Cystic hyperplasia
 5770003 http://snomed.info/sct                                                                      Decompression injury
 5804003 http://snomed.info/sct                                                           Congenital growth disproportion
 5843004 http://snomed.info/sct                                                                        Basaloid carcinoma
 5849000 http://snomed.info/sct                                                                       Glial cell reaction
 5862001 http://snomed.info/sct                                                                  Mucous membrane eruption
 5909007 http://snomed.info/sct                                               Glandular-stromal asynchrony of endometrium
 5960008 http://snomed.info/sct                                                                       Depressed structure
 5974001 http://snomed.info/sct                                                                             Pressure cone
 5978003 http://snomed.info/sct                                                              Fracture, open, longitudinal
 6078006 http://snomed.info/sct                                                                           Mucus retention
 6081001 http://snomed.info/sct                                                                                 Deformity
 6120000 http://snomed.info/sct                                                                      Oncocytic metaplasia
 6151007 http://snomed.info/sct                                                                Amphophilic stain reaction
 6219000 http://snomed.info/sct                              Neoplasm, malignant, uncertain whether primary or metastatic
 6223008 http://snomed.info/sct                                                                  Mild koilocytotic atypia
 6266001 http://snomed.info/sct                                                                Granulomatous inflammation
 6320008 http://snomed.info/sct                                                                            Collagenolysis
 6379007 http://snomed.info/sct                                                               Multiple adenomatous polyps
 6381009 http://snomed.info/sct                                                                 Alpha heavy chain disease
 6406002 http://snomed.info/sct                                                                   Membranous inflammation
 6437002 http://snomed.info/sct                                                                                 Dentinoma
 6492006 http://snomed.info/sct                                                                          Klatskin's tumor
 6574001 http://snomed.info/sct                                                                                  Necrosis
 6579006 http://snomed.info/sct                                                                           Sebum retention
 6582001 http://snomed.info/sct                                                                     Intrinsic obstruction
 6609001 http://snomed.info/sct                                                                                Spongiosis
 6641007 http://snomed.info/sct                                                                     Metatypical carcinoma
 6660000 http://snomed.info/sct                                                          Atypical intraductal hyperplasia
 6780007 http://snomed.info/sct                                                                           Hemoglobin cast
 6842002 http://snomed.info/sct                                                                      Desmoplastic fibroma
 6855001 http://snomed.info/sct                                                                              Macronucleus
 7003006 http://snomed.info/sct                                                                        Chronic hemorrhage
 7010000 http://snomed.info/sct                                                                            Carcinomatosis
 7055007 http://snomed.info/sct                                                                  Lupus erythematosus cell
 7078001 http://snomed.info/sct                                                                  Hemosiderin pigmentation
 7094008 http://snomed.info/sct                                                                     Dilated pore of Winer
 7244004 http://snomed.info/sct                                                                             Decidual cast
 7300000 http://snomed.info/sct                                                                Lymphoepithelial carcinoma
 7313006 http://snomed.info/sct                                                              Open dislocation, incomplete
 7372009 http://snomed.info/sct                                                                       Inflammatory atypia
 7429002 http://snomed.info/sct                                                                               Glomangioma
 7643002 http://snomed.info/sct                                                                        Calcified hematoma
 7744000 http://snomed.info/sct                                                                    Congestive hypertrophy
 7796002 http://snomed.info/sct                                                                    Lipogenic pigmentation
 7828002 http://snomed.info/sct                                                                         Xanthine calculus
 7841003 http://snomed.info/sct                                                       Macrocytic normochromic erythrocyte
 7894007 http://snomed.info/sct                                                                      Karyotype morphology
 7905002 http://snomed.info/sct                                                                         Fracture, oblique
 7906001 http://snomed.info/sct                                                                          Open dislocation
 7939003 http://snomed.info/sct                                                                           Localized edema
 8005002 http://snomed.info/sct                                                                  Incomplete transposition
 8070006 http://snomed.info/sct                                                            Secretory alteration of vagina
 8097004 http://snomed.info/sct                                                                          Alveolar adenoma
 8120005 http://snomed.info/sct                                                                       Acentric chromosome
 8129006 http://snomed.info/sct                                                            Deposition of oxalate crystals
 8145008 http://snomed.info/sct                                                                    Mixed tumor, malignant
 8210009 http://snomed.info/sct                                                                          Corpora amylacea
 8241005 http://snomed.info/sct                                                                          Hemolymphangioma
 8276007 http://snomed.info/sct                                                                        Balloon cell nevus
 8309002 http://snomed.info/sct                                                         Moderate transitional cell atypia
 8360001 http://snomed.info/sct                                                                       Pleomorphic adenoma
 8566008 http://snomed.info/sct                                                            Autosomal chromosome mosaicism
 8573003 http://snomed.info/sct                                                                          Acute hemorrhage
 8664001 http://snomed.info/sct                                                                               Fibromyxoma
 8723003 http://snomed.info/sct                                                                   Segmental demyelination
 8734000 http://snomed.info/sct                                    Choriocarcinoma combined with other germ cell elements
 8804002 http://snomed.info/sct                                                                        Passive congestion
 8833001 http://snomed.info/sct                                                                Open dislocation, complete
 8855009 http://snomed.info/sct                                                                                 Mosaicism
 8934006 http://snomed.info/sct                                                                   Papillary syringadenoma
 8978002 http://snomed.info/sct                                                 Proliferative cyclic alteration of breast
 9001003 http://snomed.info/sct                                                                           Chondroblastoma
 9088006 http://snomed.info/sct                                                                             Lobar atrophy
 9098000 http://snomed.info/sct                                                                         Medullary adenoma
 9138001 http://snomed.info/sct                                                                 Mild columnar cell atypia
 9155002 http://snomed.info/sct                                                                Squamous odontogenic tumor
 9187004 http://snomed.info/sct                                                                            Leukokeratosis
 9196004 http://snomed.info/sct                                                                         Staghorn calculus
 9235006 http://snomed.info/sct                                                                     Eccentric hypertrophy
 9240003 http://snomed.info/sct                                                                         Niemann-Pick cell
 9266000 http://snomed.info/sct                                                                   Juxtacortical chondroma
 9287005 http://snomed.info/sct                                                                              Colloid cyst
 9294008 http://snomed.info/sct                                                                    Spermatocytic seminoma
 9324003 http://snomed.info/sct                                                                      Inactive endometrium
 9395006 http://snomed.info/sct                                                                              Sarcomatosis
 9435009 http://snomed.info/sct                                                                        Senile hyperplasia
 9436005 http://snomed.info/sct                                                                          Basophil adenoma
 9499001 http://snomed.info/sct                                                                           Multiple polyps
 9546005 http://snomed.info/sct                                                                                     Shift
 9550003 http://snomed.info/sct                                                                         Bronchogenic cyst
 9618003 http://snomed.info/sct                                                        Epithelial-myoepithelial carcinoma
 9656002 http://snomed.info/sct                                                                             Consolidation
 9671003 http://snomed.info/sct                                                                             Elastofibroma
 9688005 http://snomed.info/sct                                                                      Deposition of carbon
 9729005 http://snomed.info/sct                                                                                Blue edema
 9751002 http://snomed.info/sct                                                                          Wire loop lesion
 9767008 http://snomed.info/sct                                                                           Hyperchromatism
 9801004 http://snomed.info/sct                                                                      Spindle cell sarcoma
 9805008 http://snomed.info/sct                                                                                 Rice body
 9816001 http://snomed.info/sct                                                                                Leukoedema
 9831005 http://snomed.info/sct                                                                       Myxoid degeneration
 9903002 http://snomed.info/sct                                                                  Paraganglioma, malignant
10060008 http://snomed.info/sct                                                                 Eccrine papillary adenoma
10069009 http://snomed.info/sct                                                       Giant cell tumor of bone, malignant
10122001 http://snomed.info/sct                                                                                 Accretion
10146008 http://snomed.info/sct                                                                 Chief cell adenocarcinoma
10219009 http://snomed.info/sct                                                                                 Xanthosis
10288008 http://snomed.info/sct                                                     Squamous cell carcinoma, spindle cell
10291008 http://snomed.info/sct                                                                     Giant pigmented nevus
10376009 http://snomed.info/sct                                                               Papillary carcinoma in situ
10403004 http://snomed.info/sct                                                                            Serous atrophy
10438002 http://snomed.info/sct                                                                              Glomus tumor
10505008 http://snomed.info/sct                                                                              Retroversion
10636005 http://snomed.info/sct                                                                               Stomatocyte
10637001 http://snomed.info/sct                                                                 Basophilic stain reaction
10690002 http://snomed.info/sct                                                                      Atheromatous embolus
10705005 http://snomed.info/sct                                                                     Mucinous adenofibroma
10873006 http://snomed.info/sct                                                                 Micronodular regeneration
11063000 http://snomed.info/sct                                                                      Ameloblastic fibroma
11071001 http://snomed.info/sct                                                                       Racemose hemangioma
11073003 http://snomed.info/sct                                                                         Mixed liposarcoma
11080001 http://snomed.info/sct                                                                       Neuronal achromasia
11099005 http://snomed.info/sct                                                                    Epithelioid cell nevus
11108009 http://snomed.info/sct                                                                                Dehiscence
11117009 http://snomed.info/sct                                                                               Dyskaryosis
11182007 http://snomed.info/sct                                                                   Abnormally short growth
11211003 http://snomed.info/sct                                                                    Interstitial emphysema
11224003 http://snomed.info/sct                                                           Chronic membranous inflammation
11284000 http://snomed.info/sct                                                            Closed dislocation, incomplete
11467009 http://snomed.info/sct                                                                    Capillary lymphangioma
11506001 http://snomed.info/sct                                                                          Hilus cell tumor
11514007 http://snomed.info/sct                                                                              Algor mortis
11528001 http://snomed.info/sct                                                                                 Mucinosis
11556006 http://snomed.info/sct                                                                    Arteriovenous aneurysm
11585000 http://snomed.info/sct                                                                                      Bubo
11607000 http://snomed.info/sct                                                                            Gunpowder burn
11639007 http://snomed.info/sct                                                                                  Puncture
11650005 http://snomed.info/sct                                                                         Giant hypertrophy
11671000 http://snomed.info/sct                                                                  Adenoid cystic carcinoma
11704001 http://snomed.info/sct                                                                      Chromosome mosaicism
11793003 http://snomed.info/sct                                                                      Mesoblastic nephroma
11854003 http://snomed.info/sct                                                                            Fibrous nodule
11858000 http://snomed.info/sct                                                                       Suture line of skin
11889001 http://snomed.info/sct                                                                                Abiotrophy
11908008 http://snomed.info/sct                                                                   Binucleated plasmablast
12060004 http://snomed.info/sct                                                                       Ganglioneuromatosis
12143007 http://snomed.info/sct                                                                            Embryonic cyst
12167004 http://snomed.info/sct                                                                                Lymphocyst
12169001 http://snomed.info/sct                                                                       Granular cell tumor
12170000 http://snomed.info/sct                                                                                   Rosette
12191008 http://snomed.info/sct                                                              Fracture, ununited, stellate
12205003 http://snomed.info/sct                                                                        Chief cell adenoma
12219003 http://snomed.info/sct                                                               Aleukemic lymphoid leukemia
12222001 http://snomed.info/sct                                                                   Erythrocyte abnormality
12302002 http://snomed.info/sct                                                                   Small cell osteosarcoma
12323008 http://snomed.info/sct                                                                  Androblastoma, malignant
12354007 http://snomed.info/sct                                                          Retinoblastoma, undifferentiated
12393003 http://snomed.info/sct                                                                                   Purpura
12400006 http://snomed.info/sct                                                     Papillary transitional cell carcinoma
12402003 http://snomed.info/sct                                                                                      Scar
12404002 http://snomed.info/sct                                                                          Trophic gangrene
12478003 http://snomed.info/sct                                                    Squamous cell carcinoma, microinvasive
12535006 http://snomed.info/sct                                                                          Acquired absence
12540003 http://snomed.info/sct                                                             Muscle fiber atrophy, type II
12560006 http://snomed.info/sct                                                                        Primary sequestrum
12582004 http://snomed.info/sct                                                                          Internal fistula
12583009 http://snomed.info/sct                                                                           Lobular adenoma
12690005 http://snomed.info/sct                                                                 Fibroblastic osteosarcoma
12747003 http://snomed.info/sct                                                                        Microcalcification
12794006 http://snomed.info/sct                                                               Nonsuppurative inflammation
12835000 http://snomed.info/sct                                                                         Multiple injuries
12856003 http://snomed.info/sct                                                                                     Varix
12933008 http://snomed.info/sct                                                                         Sweat gland tumor
12943006 http://snomed.info/sct                                                                    Spongioblastoma polare
12944000 http://snomed.info/sct                                                                        Acid chemical burn
12973002 http://snomed.info/sct                                                               Dislocation, multiple, open
13018008 http://snomed.info/sct                                                                        Neovascularization
13062004 http://snomed.info/sct                                                                           Psammoma bodies
13129009 http://snomed.info/sct                                                                Fracture, open, incomplete
13136005 http://snomed.info/sct                                                                            Injection site
13238004 http://snomed.info/sct                                                            Granular cell tumor, malignant
13321001 http://snomed.info/sct                                                                      Fracture, comminuted
13331008 http://snomed.info/sct                                                                                   Atrophy
13467000 http://snomed.info/sct                                                                                Pseudocyst
13485007 http://snomed.info/sct                                                                                    Pannus
13583002 http://snomed.info/sct                                                                         Mast cell sarcoma
13599008 http://snomed.info/sct                                                                    Gunshot wound, contact
13705009 http://snomed.info/sct                                                                       Partial obstruction
13713005 http://snomed.info/sct                                                                            Thromboembolus
13875003 http://snomed.info/sct                                                                          Glomangiosarcoma
13901007 http://snomed.info/sct                                                                      Fat-laden macrophage
13924000 http://snomed.info/sct                                                                                     Wound
14093007 http://snomed.info/sct                                                                           Decalcification
14156004 http://snomed.info/sct                                                                         Racemose aneurysm
14166007 http://snomed.info/sct                                                                               Koplik spot
14212006 http://snomed.info/sct                                                                  Pseudopalisade formation
14269005 http://snomed.info/sct                                                                Embryonal rhabdomyosarcoma
14317002 http://snomed.info/sct                                                                           Erythroleukemia
14350002 http://snomed.info/sct                                                                              Angiomatosis
14391000 http://snomed.info/sct                                                                       Koilocytotic atypia
14442007 http://snomed.info/sct                                                               Generalized keratoacanthoma
14494009 http://snomed.info/sct                                                                    Meningeal sarcomatosis
14696003 http://snomed.info/sct                                                                       Cystic degeneration
14737000 http://snomed.info/sct                                                                                Jet lesion
14797003 http://snomed.info/sct                                                          Fracture, delayed union, oblique
14799000 http://snomed.info/sct                                                                      Neoplasm, metastatic
14847005 http://snomed.info/sct                                                                                 Triploidy
14889002 http://snomed.info/sct                                                                      Rasmussen's aneurysm
14912003 http://snomed.info/sct                                                                      Vesiculobullous rash
14962008 http://snomed.info/sct                                                                          Mutilating wound
15074003 http://snomed.info/sct                                                                          Neurogenic ulcer
15112009 http://snomed.info/sct                                                                        Inverted keratosis
15176003 http://snomed.info/sct                                                   Adenocarcinoma with squamous metaplasia
15304008 http://snomed.info/sct                                                                           Factitial ulcer
15418000 http://snomed.info/sct                                                                   Spontaneous perforation
15486006 http://snomed.info/sct                                                                                Hypoploidy
15498001 http://snomed.info/sct                                                                         Superficial ulcer
15503003 http://snomed.info/sct                                                                          Molluscum bodies
15519005 http://snomed.info/sct                                                               Combined abnormal curvature
15524008 http://snomed.info/sct                                                                              Obliteration
15556001 http://snomed.info/sct                                                                             Ball thrombus
15588009 http://snomed.info/sct                                                                            Microlithiasis
15619004 http://snomed.info/sct                                                   Hepatocellular carcinoma, fibrolamellar
15690004 http://snomed.info/sct                                                                                Tortuosity
15702005 http://snomed.info/sct                                                              Fibrous mesothelioma, benign
15897004 http://snomed.info/sct                                                                 Chromosomal translocation
15904002 http://snomed.info/sct                                                                         Bridging necrosis
15937000 http://snomed.info/sct                                                         Congenital vascular proliferation
15949004 http://snomed.info/sct                                                                        Thymoma, malignant
15960008 http://snomed.info/sct                                                             Reticulohistiocytic granuloma
15967006 http://snomed.info/sct                                                              Hypersegmentation of nucleus
16080000 http://snomed.info/sct                                                                         Fibrin deposition
16090008 http://snomed.info/sct                                                                     Myxoid leiomyosarcoma
16104005 http://snomed.info/sct                                                              Segmental glomerulosclerosis
16163002 http://snomed.info/sct                                                                           Ossified nodule
16190006 http://snomed.info/sct                                                                          Herring's bodies
16216007 http://snomed.info/sct                                                                              Gaucher cell
16255008 http://snomed.info/sct                                                                              Fenestration
16277007 http://snomed.info/sct                                                                                  Collapse
16479008 http://snomed.info/sct                                                  Inappropriate lobular activity of breast
16483008 http://snomed.info/sct                                                                              Russell body
16566002 http://snomed.info/sct                                                                   Phyllodes tumor, benign
16578003 http://snomed.info/sct                                                                Posterior open dislocation
16640008 http://snomed.info/sct                                                                                Separation
16740003 http://snomed.info/sct                                                                                  Anasarca
16741004 http://snomed.info/sct                                                                     Pleomorphic carcinoma
16759001 http://snomed.info/sct                                                         Chronic eosinophilic inflammation
16822006 http://snomed.info/sct                                                              Malignant carotid body tumor
16893006 http://snomed.info/sct                                Hodgkin's disease, lymphocytic depletion, diffuse fibrosis
16974005 http://snomed.info/sct                                                     Acral lentiginous melanoma, malignant
16980002 http://snomed.info/sct                                                                                 Foam cell
17015005 http://snomed.info/sct                                                                  Lateral open dislocation
17201003 http://snomed.info/sct                                                                         Spillage of feces
17264009 http://snomed.info/sct                                                          Carcinoma in pleomorphic adenoma
17289003 http://snomed.info/sct                                                                               Fat embolus
17302008 http://snomed.info/sct                                                                        Cerebellar sarcoma
17307002 http://snomed.info/sct                                                                                Transudate
17351006 http://snomed.info/sct                                                                   Congenital non-rotation
17372009 http://snomed.info/sct                                                                      Granuloma pyogenicum
17474009 http://snomed.info/sct                                                            Atypical glandular hyperplasia
